company_name,cin,url,company_status,registered_address,paid_up_capital,query_text
AASHIYAAN HOUSING & DEVELOPMENT FINANCE PRIVATE LIMITED,U65999WB2016PTC215941,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"CA- 16 SANJEEVA TOWN BUNGALOW ESTATE   VILL KOCHPUKUR BLOCK BHANGAR II,KOLKATA,Parganas South,West Bengal,700156-India",66936250,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
MOHAN MOTOR UDYOG PRIVATE LIMITED,U50300WB1986PTC041458,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"GROUND FLOOR   242/1A, A P C ROAD,KOLKATA,Kolkata,West Bengal,700004-India",58045000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
GLOBAL AUTOMOBILES LIMITED,U34103WB2005PLC105402,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"KAMDEVPUR   P.O. - SUGANDHA, P.S. - POLBA,Sugandha,West Bengal,712102-India",58000000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
KAUSHIK GLOBAL LOGISTICS LIMITED,U63090WB2004PLC099002,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"DIAMOND CHAMBERS, 4, CHOWRINGHEE LANE   BLOCK I & II, 2ND FLOOR,KOLKATA,West Bengal,700016-India",56152500,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
SAREGAMA REGENCY OPTIMEDIA PRIVATE LIMITED,U22130WB2007PTC114373,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"33, Jessore Road   Dum Dum,Kolkata,Kolkata,West Bengal,700028-India",56141680,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
FORTUNE FURNITECH PRIVATE LIMITED,U36109WB2005PTC105554,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"180/1/C,  N T ROAD,BAIDYABATI,West Bengal,712222-India",55545000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
CITYLIFE RETAIL PRIVATE LIMITED,U52100WB2006PTC111555,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"K.M.C Premises No. 14   Congress Exihibition Road,Kolkata,Kolkata,West Bengal,700017-India",55357940,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
CONCAST INFRATECH LIMITED,U45400WB2010PLC153282,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Dissolved (Liquidated),"21, HEMANT BASU SARANI, 5TH FLOOR,   ROOM NO 511 & 512,KOLKATA,West Bengal,700001-India",551095000,priority seed from uploaded WB master data; status=Dissolved (Liquidated); listing=Unlisted
HVR PROJECTS PRIVATE LIMITED,U70102WB2012PTC189246,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"103/20,FORESHORE ROAD   NEAR JAIN HOSPITAL BUS STOP,HOWRAH,Howrah,West Bengal,711102-India",52500000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
GI INTERNATIONAL PRIVATE LIMITED,U29253WB2011PTC163890,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"8/1, RAM KUMAR RAKHIT LANE   1ST FLOOR,KOLKATA,West Bengal,700007-India",52047990,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
ALLIANCE FINLEASE LTD,U28991WB1971PLC027911,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"28/2 SHAKESPEARE SARANI,KOL,West Bengal,700017-India",51500000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
STIEFELUND SCHUH (INDIA) LTD,U74999WB1994PLC062447,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"STIEFEL HOUSE P 15  PHASE IKASBA INDUSTRIAL ESTATE   E M  BY PASS  BEHIND R G H,KOLKATA,West Bengal,700078-India",50000000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
ENFIELD GEMS & JEWELLERY LIMITED,U27205WB2007PLC117111,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"4/1A, JAGMOHAN MULLICK LANE,KOLKATA,Kolkata,West Bengal,700007-India",48600000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
BUSH TEA CO PVT LTD,U15491WB1972PTC028384,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"Block-G   3, Hide Road,Kolkata,West Bengal,700043-India",48190000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
REHABILITATION INDUSTRIES CORPN. LTD,U74140WB1959PLC024201,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"25  MIRZA GALIB STREET,KOLKATA,West Bengal,700016-India",47620000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
JANPRAGTI COMMODITIES PVT. LTD.,U51109WB1995PTC068406,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"94/1 PURNA CHANDRA MITRA LANE   CHARU MARKET,KOLKATA,Kolkata,West Bengal,700033-India",45015300,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
MEWAR GROWTH LTD,U65999WB1994PLC063098,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"41 MIDDLETON STREET 2ND FLOOR   PS PARK STREET,KOLKATA,West Bengal,700071-India",44242000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
EDEN COSMETICS LTD,U24246WB1994PLC063545,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"DIAMOND HARBOUR ROADBHASA 14 NO   P O &P S BISHNUPUR,24 PGS (S),West Bengal,743503-India",40400000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
DIAMOND SHIPPING COMPANY LTD,L35111WB1991PLC051490,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"33A J L NEHRU RD,KOLKATA,Kolkata,West Bengal,700071-India",37284110,priority seed from uploaded WB master data; status=Under Liquidation; listing=Listed
MANGLAM FISCAL SERVICES P. LTD.,U65993WB1989PTC047573,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"13/2A, PRIYA NATH MULLICK ROAD   GROUND FLOOR,KOLKATA,Kolkata,West Bengal,700026-India",35982200,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
SKYRISE OVERSEAS PRIVATE LIMITED,U51909WB1987PTC042374,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"C/O DEBABRATA PAL ,   NORTH SUBHAS PALLY , DANKUNI,DANKUNI,Hooghly,West Bengal,712311-India",35850000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
ALLIANCE STOCK BROKING LTD.,U67120WB1994PLC065846,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"CENTRE POINT 3RD FLOOR28 2 SHAKESPEARE SARANI,KOLKATA,West Bengal,700017-India",35839000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
SUASHISH CAPITAL PVT LTD,U67120WB1996PTC112002,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"235/2A, A. J. C. Bose Road, 3rd Floor,Kolkata,Kolkata,West Bengal,700020-India",35625000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
TECHNO FAB MANUFACTURING LTD,U31909WB1995PLC069550,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"12, HEMANTA BASU SARANI   2ND FLOOR,,KOLKATA,West Bengal,700069-India",35200000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
UNITED CHLORO-PARAFFINS PRIVATE LIMITED,U24119WB2003PTC096643,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"32, CHOWRINGHEE ROAD,   OM TOWER ROOM NO. 907,9TH FLOOR,,KOLKATA,Kolkata,West Bengal,700071-India",35169110,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
ASD TRADING PRIVATE LIMITED,U51109WB2007PTC115033,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"10TH FLOOR, ROOM NO. 47   23A NETAJI SUBHAS ROAD,KOLKATA,West Bengal,700001-India",35100000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
BENGAL MEDIA PRIVATE LIMITED,U22130WB2006PTC111451,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"455, Diamond Harbour Road,,Kolkata,Kolkata,West Bengal,700034-India",35000000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
ANDAMAN SEA FOODS PVT LTD,U05001WB1995PTC075751,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"179 KABI MUKUNDA DAS ROAD,KOLKATA,Kolkata,West Bengal,700065-India",34900000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
SAV WIRES PRIVATE LIMITED,U27100WB2011PTC166784,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"5/53 JAGATIPOTA, KRISHAN MARKET ROAD   P.O - DHALUA,KOLKATA,Kolkata,West Bengal,700152-India",34500000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
RDH TECHNOLOGIES PVT LTD,U30007WB1987PTC042319,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"PLOT NO - F1, BLOCK - GP   SECTOR V, SALTLAKE,KOLKATA,West Bengal,700091-India",34452000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
HIMANGINI INFRACON INDIA LIMITED,U45400WB2010PLC153674,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"SAHARPUR, SODEPUR - MADHYAMGRAM ROAD, SARADA LANE   (NEAR A. P .C. COLLEGE), P.O. JUGBERIA,,KOLKATA,Kolkata,West Bengal,700110-India",34388540,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
SWATI MINING PRIVATE LIMITED,U14200WB2007PTC114999,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"1& 2, OLD COURT HOUSE CORNER,   TOBACCO HOUSE, 3RD FLOOR,,KOLKATA,West Bengal,700001-India",34235000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
NUTEC BICKLEY WESMAN KILNS PRIVATE LIMITED,U29248WB2008PTC130423,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"WESMAN CENTER   8, MAYFAIR ROAD,KOLKATA,West Bengal,700019-India",32400000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
SALASAR INDUSTRIAL SERVICES LTD,U67120WB1981PLC033708,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Dissolved (Liquidated),"52/2  BALLYGUNJECIRCULAR ROAD,KOLKATA,West Bengal,700019-India",321000000,priority seed from uploaded WB master data; status=Dissolved (Liquidated); listing=Unlisted
MANSI OILS & GRAINS PRIVATE LIMITED,U15139WB1997PTC085500,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"P-36, INDIA EXCHANGE PLACE   03RD FLOOR , ROOM NO. 48C,KOLKATA,West Bengal,700001-India",32059920,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
ARAMBAGH HATCHERIES LTD,U01222WB1973PLC029137,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"P O ARAMBAGH, DIST HOOGHLY,NA,West Bengal,712601-India",30120000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
SURAJ SECURITIES FINANCE LTD,L67120WB1982PLC035528,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"5 CLIVE ROW4TH  FLOOR ROOM NO 95,KOLKATA,West Bengal,700001-India",30003000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Listed
MEDIA ELEVEN PRIVATE LIMITED,U64201WB2009PTC137016,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"8 GANESH CHANDRA AVENUE   SAHA COURT,  1ST FLOOR ROOM NO. 6A,KOLKATA,Kolkata,West Bengal,700013-India",30000000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
TIRUPATI JUTE INDUSTRIES LIMITED,U17119WB1988PLC044622,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"10 DR RAJENDRA PRASADSARANI   2ND FLOOR,KOLKATA,West Bengal,700001-India",29461300,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
GENA PHARMACEUTICALS LIMITED,U24239WB2004PLC098504,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"7/2/1, THAKURPUKUR (N/W) ROAD   P.S BARASAT,KOLKATA,Parganas North,West Bengal,700128-India",28746080,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
EASTERN COMNETS LIMITED,U30007WB1997PLC085593,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"4,GANESH CHANDRA AVENUE   2nd FLOOR.,KOLKATA,Kolkata,West Bengal,700013-India",28544000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
TODI HIRE PURCHASE & LEASE FINANCE LIMITED,U52339WB1990PLC049545,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"P-15 INDIA EXCHANGE PLACE EXTN   P S BOW BAZAR,KOLKATA,West Bengal,700073-India",28408000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
BANSAL OIL EXTRACTION PVT LTD,U15141WB1994PTC063075,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"113 PARK STREET NORTH BLOCK7TH FLOOR,KOLKATA,West Bengal,700007-India",27718000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
PROGRESS CULTIVATION LIMITED,U01400WB2009PLC134240,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"PLOT NO.55,   FAKIR BAGAN LANE,GOLABARI,Howrah,West Bengal,711101-India",26764100,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
GLAZE INFRASTRUCTURE PRIVATE LIMITED,U45400WB2008PTC131298,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"HOMELAND, 18B, Ashutosh Mukherjee Road,   3rd Floor, Unit - 316,,Kolkata,West Bengal,700020-India",26000500,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
AJUDHIA DISTRIBUTORS PRIVATE LIMITED,U51909WB2009PTC136483,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"NH 2, BANKIPARA (GHAGAR DANGA), DOMOHANI ROAD   Mouza ASANSOL, P.O. KALLA,,ASANSOL,Bardhaman,West Bengal,713340-India",25912900,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
BENGAL PAPER MILL 1989 COMPANY LTD,U21093WB1990PLC048243,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"133 CANNING STREET 3RD FLOORROOM NO 32   P S HARE STREET,KOLKATA,West Bengal,700001-India",25000000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
BLUE DIAMOND POLYPLAST INDUSTRIES LTD,U25209WB1989PLC047652,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"3,SYNAGOUGE STREET   2ND FLOOR,ROOM NO-10,KOLKATA,West Bengal,700001-India",24859000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
BALA TECHNO INDUSTRIES LIMITED,L17299WB1990PLC049886,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Dissolved (Liquidated),"FALTA INDUSTRIA[CGROWTH,CENTRE,SECTOR-III,FALTA   24PGS (S),W.B., W.E.F.23.05.97.P.S.FALTA,.,NA,West Bengal,000000-India",247089400,priority seed from uploaded WB master data; status=Dissolved (Liquidated); listing=Listed
OTTO PROJECTS PRIVATE LIMITED,U45309WB2004PTC100222,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"4, BISHOP LEFROY ROAD   FLAT NO. 4, CALCUTTA MANSION,KOLKATA,Kolkata,West Bengal,700020-India",22500000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
YUMMZ FOODS PRIVATE LIMITED,U15410WB2012PTC177072,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"Village &  PO KHAMARSHIMULIA,KRISHNAGAR,Nadia,West Bengal,741121-India",22469400,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
BHOOMI MINERALS LTD.,U70200WB1997PLC084727,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"HARYANA NIWAS,  40B, VIVEKANAND ROAD,   JORASANKO,KOLKATA,West Bengal,700007-India",22336900,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
BRIPRANIL INDUSTREES LTD,U52335WB1974PLC029085,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"22 BIPLABI RASH BEHARI BOSE ROAD,,KOLKATA,West Bengal,700001-India",22217000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
MAKPOWER TRANSFORMERS PRIVATE LIMITED,U31102WB2003PTC095616,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"MARSHALL HOUSE R NO 235 33/1NETAJI SUBHAS ROAD   2ND FLOOR,KOLKATA,West Bengal,700001-India",22165000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
SCOPE VINCOM INDUSTRIES PRIVATE LIMITED,U15412WB2007PTC117567,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"DELHI ROAD   RAJHAT MOUJA,POLBA,Hooghly,West Bengal,712123-India",22065190,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
ROCK COPCO LTD,L51109WB1983PLC036544,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"37 ARMENIAN STREET1ST FLOOR   P S  BURRA BAZAR,KOLKATA,West Bengal,700001-India",21942000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Listed
SAMSING PLANTATION AND INDUSTRIES LTD,U01132WB1982PLC035559,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"240B  A J C BOSE ROAD   3RD FLOOR,KOLKATA,West Bengal,700020-India",21804700,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
RBL LTD,U28920WB1963PLC025931,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"10 C  HUNGERFORD STREET,KOLKATA,West Bengal,700017-India",21205000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
GEE PEE INFOTECH PVT LTD,U72300WB1994PTC061991,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Dissolved (Liquidated),"34/1Q BALLYGUNGE CIRCULAR RD,KOLKATA,West Bengal,700019-India",209895600,priority seed from uploaded WB master data; status=Dissolved (Liquidated); listing=Unlisted
DYNAMETIC OVERSEAS PRIVATE LIMITED,U01409WB1988PTC045536,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"85, BALLYGUNGE GARDENS,KOLKATA,Kolkata,West Bengal,700019-India",20800000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
J H V DISTILLERIES & SUGAR MILLS LIMITED,U15424WB2002PLC094242,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"Kamalalaya Centre, 156-A, Lenin Sarani   Room No. 212, IInd Floor,Kolkata,West Bengal,700013-India",20700000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
B.D.MOTORS LIMITED,U34103WB2009PLC133634,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"41A, A.J.C.BOSE ROAD, DIAMOND PRESTIGE   1ST FLOOR ROOM NO. 115,KOLKATA,West Bengal,700017-India",20565000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
SPS STEELS LIMITED,U27109WB2003PLC096537,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"ELEGANT TOWERS   224A, A.J.C BOSE ROAD,KOLKATA,West Bengal,700017-India",20202500,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
ELECTROSTEEL AVIATION LIMITED,U74120WB2010PLC142620,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"ROOM NO. - 4D, PARK PLAZA, (SOUTH BLOCK)   71, PARK STREET,KOLKATA,Kolkata,West Bengal,700016-India",20000000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
BAR TREND GLOBAL LIMITED,U72200WB2003PLC096357,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"CF-218,   SALTLAKECITY,KOLKATA,Kolkata,West Bengal,700064-India",20000000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
MOXIE ENTERTAINMENTS PRIVATE LIMITED,U74140WB2005PTC102882,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"230A  A.J.C. BOSE ROAD.,KOLKATA,West Bengal,700020-India",20000000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
SHV ENERGY NORTH EAST PRIVATE LIMITED,U40100WB1998PTC088292,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Dissolved (Liquidated),"100, RAJA BASANTA ROY ROAD,KOLKATA,Kolkata,West Bengal,700029-India",198732010,priority seed from uploaded WB master data; status=Dissolved (Liquidated); listing=Unlisted
KAMPILYA BUILDERS PVT.LTD.,U51102WB1995PTC072597,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"P-65, Bansdroni Park,   3rd Floor,,Kolkata,Kolkata,West Bengal,700070-India",19705000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
STANDARD REFINERY & DISTILLERY LTD,U70109WB1942PLC011139,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"6B, PRETORIA STREET, 1ST FLOOR,,KOLKATA,Kolkata,West Bengal,700071-India",19595060,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
ARCO INVESTMENTS LTD,U65993WB1966PLC026893,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"BIDHAN BARI,BHATTACHARJEE PARAP.O.-BORAL,24PGS(S)   W.E.F.01.07.2003,REGENT PARK,West Bengal,000000-India",19500000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
BENGAL CHEMISTS & DISTRIBUTORS ALLIANCE LIMITED,U85100WB2008PLC129489,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"12 BONFIELD LANE,KOLKATA,West Bengal,700001-India",19150000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
SARAWGI BUILDERS & PROMOTERS PRIVATE LIMITED,U45400WB1995PTC072439,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"1, Old Court House Corner, Tobacco House   3rd Floor, Room No. 307,Kolkata,Kolkata,West Bengal,700001-India",18622000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
ANURAG MULTIPURPOSE COLDSTORAGE PRIVATE LIMITED,U74900WB2013PTC195337,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"VILL BAGHARPUR RAMMA,   POST GANGADASPARA,MURSHIDABAD,Murshidabad,West Bengal,742303-India",18500000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
ROSE CAPITAL LTD,U74140WB1995PLC067831,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"46, STRAND ROAD,   3RD FLOOR,KOLKATA,Kolkata,West Bengal,700001-India",18332500,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
AMBAY COKE INDUSTRIES PRIVATE LIMITED,U23100WB2009PTC138958,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"13/2A PRIYA NATH MULLICK ROAD,   P.S- BHAWANIPORE,KOLKATA,Kolkata,West Bengal,700026-India",17656700,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
WOOLCOMBERS OF INDIA LTD,L51909WB1959PLC024440,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"18 NETAJI SUBHAS ROAD,KOLKATA,West Bengal,700001-India",17638000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Listed
MODERN INFRA PROJECTS INDIA LIMITED,U24131WB1988PLC045495,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"4, FAIRLIE PLACE,   MEZZANINE FLOOR,,KOLKATA,West Bengal,700001-India",17000000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
VENKATESH LOGISTICS PRIVATE LIMITED,U60100WB2004PTC100396,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Dissolved (Liquidated),"12, INDIA EXCHANGE PLACE,   JUTE HOUSE, 1ST FLOOR,KOLKATA,Kolkata,West Bengal,700001-India",165046510,priority seed from uploaded WB master data; status=Dissolved (Liquidated); listing=Unlisted
PAPYRUS PAPERS LIMITED,L21015WB1975PLC030054,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"4 INDIA EXCHANGE PLACE,KOLKATA,Kolkata,West Bengal,700001-India",16000000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Listed
KOLKATA CONDUCTOR AND CABLES PRIVATE LIMITED,U31300WB1990PTC049799,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"8A Pagladanga Road,Kolkata,Kolkata,West Bengal,700039-India",15615000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
AAWRUN FURNISHINGS MAN-TRA PRIVATE LIMITED,U17299WB2005PTC103259,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"7B & C Tiljala Road,   2nd Floor,Kolkata,Kolkata,West Bengal,700046-India",15479000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
DIMOND POLYMERS PRIVATE LIMITED,U65921WB1992PTC057192,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Dissolved (Liquidated),"3 SAHEED NITYANANDA SAHA SARANI(PORTUGUESE STREET)   02ND FLOOR,KOLKATA,Kolkata,West Bengal,700001-India",154258500,priority seed from uploaded WB master data; status=Dissolved (Liquidated); listing=Unlisted
WOOD CRAFT PRODUCTS LTD,U51909WB1943PLC011239,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"2/4A NAWAB PUTTY STREETKASHIPUR,KOLKATA,West Bengal,700002-India",15422000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
